annotation_lbl,category,sentence
ounce_fic_1843_7208.txt-2803-15_ounces_news_1994_620115.txt-167-13,Identical,"solitary confinement's dry work as the gad-fly thought when he was corked in an ounce vial! "" || INGREDIENTS: * 4 Granny Smith apples * 3/4 cup sugar * 5 ounces Roquefort (or other high-quality blue cheese) GASTRIQUE: * 3/4 cup champagne vinegar * 1 tablespoon cracked black pepper * 2 tablespoons butter, softened * Kosher salt INSTRUCTIONS: Slice apples in half lengthwise; remove seeds and tough center."
ounce_fic_1856_2655.txt-1899-10_ounces_mag_1850_525559.txt-174-41,Closely Related,"association, and show beyond a doubt that "" an ounce of prevention is worth a pound of cure, "" a maxim of the "" wisdom of nations "" which has proved of little practical efficacy as yet. || Gold is worth a dollar more the ounce measured by the standard of silver, in New York than inSanFrancisco; if, therefore, a merchant of Valparaiso receives m payment for lumber, or other produce, ten thousand ounces of gold in San Francisco, and desires to purchase goods from the United States or Europe, he will gain $10,000 by sending this gold to New York, and purchasing with it there."
ounce_mag_1996_65462.txt-65-39_ounce_nf_1853_748464.txt-1055-15,Distantly Related,"// It seemed especially fitting that Cigar, on the occasion of staking that claim, should deliver his greatest effort as a racehorse and the most desperate, dramatic performance of his life, one in which every ounce of him was tested through the final 200 yards. || This should be shook at intervals for twenty -- four hours; then add one ounce of chloride of iodine and three fourths ounce of bromine."
ounce_mag_1996_65462.txt-65-39_ounces_mag_1850_525559.txt-174-41,Closely Related,"// It seemed especially fitting that Cigar, on the occasion of staking that claim, should deliver his greatest effort as a racehorse and the most desperate, dramatic performance of his life, one in which every ounce of him was tested through the final 200 yards. || Gold is worth a dollar more the ounce measured by the standard of silver, in New York than inSanFrancisco; if, therefore, a merchant of Valparaiso receives m payment for lumber, or other produce, ten thousand ounces of gold in San Francisco, and desires to purchase goods from the United States or Europe, he will gain $10,000 by sending this gold to New York, and purchasing with it there."
ounce_nf_1830_754783.txt-1737-11_ounce_fic_1988_780086.txt-4115-8,Distantly Related,"One table-spoonful of sweet basil, / A quarter of an ounce of mace, Half an ounce of cloves, powdered. || This creature would have killed him without an ounce of remorse, but he couldn't even take one of its eyes in cold blood, not even if it would solve the mystery of Cassiodorus."
ounce_nf_1830_754783.txt-1737-11_ounces_mag_2006_427857.txt-556-27,Identical,"One table-spoonful of sweet basil, / A quarter of an ounce of mace, Half an ounce of cloves, powdered. || PAM All Natural Olive Oil Cooking Spray 1 (13.8-ounce) can refrigerated pizza crust teaspoon ground cumin 1 cup black bean-and-corn salsa 1 cup (4 ounces) shredded sharp Cheddar CHEESE 1 cup diced cooked PILGRIM 'S PRIDE Boneless, Skinless Chicken Breasts 4 slices OSCAR MAYER Ready To Serve Bacon, diced red onion, thinly sliced and separated into rings cup diced seeded plum tomatoes 1 cup (4 ounces) shredded Mexican FOUR-CHEESE BLEND 2 small jalapeo peppers, sliced and seeded 1 ripe avocado 1 lime, halved Sour cream Chopped fresh cilantro 1."
ounce_nf_1849_748465.txt-1241-18_ounces_news_1998_610641.txt-87-14,Identical,"quite, dry, dip it into a solution of twenty-five grains of iodide of potassium to one ounce of distilled water, drain it, wash it in distilled water and again drain it. || 1/2 pound noodles 2 large ripe tomatoes 6 large black or green olives 2 ounces goat cheese, crumbled 2 tablespoons minced fresh sweet basil Salt and pepper to taste Heat the oil and the liquid from the artichokes and pimientos in a small skillet."
ounces_mag_1850_525559.txt-174-41_ounce_fic_1843_7208.txt-2803-15,Identical,"Gold is worth a dollar more the ounce measured by the standard of silver, in New York than inSanFrancisco; if, therefore, a merchant of Valparaiso receives m payment for lumber, or other produce, ten thousand ounces of gold in San Francisco, and desires to purchase goods from the United States or Europe, he will gain $10,000 by sending this gold to New York, and purchasing with it there. || solitary confinement's dry work as the gad-fly thought when he was corked in an ounce vial! """
ounces_mag_1850_525559.txt-174-41_ounce_fic_1988_780086.txt-4115-8,Closely Related,"Gold is worth a dollar more the ounce measured by the standard of silver, in New York than inSanFrancisco; if, therefore, a merchant of Valparaiso receives m payment for lumber, or other produce, ten thousand ounces of gold in San Francisco, and desires to purchase goods from the United States or Europe, he will gain $10,000 by sending this gold to New York, and purchasing with it there. || This creature would have killed him without an ounce of remorse, but he couldn't even take one of its eyes in cold blood, not even if it would solve the mystery of Cassiodorus."
ounces_mag_2000_412355.txt-132-8_ounce_fic_1843_7208.txt-2803-15,Identical,"That is, a shell that weighs 20 ounces or less, has thin fabric, and || solitary confinement's dry work as the gad-fly thought when he was corked in an ounce vial! """
ounces_mag_2006_427857.txt-556-27_ounces_nf_1987_773961.txt-1309-4,Identical,"PAM All Natural Olive Oil Cooking Spray 1 (13.8-ounce) can refrigerated pizza crust teaspoon ground cumin 1 cup black bean-and-corn salsa 1 cup (4 ounces) shredded sharp Cheddar CHEESE 1 cup diced cooked PILGRIM 'S PRIDE Boneless, Skinless Chicken Breasts 4 slices OSCAR MAYER Ready To Serve Bacon, diced red onion, thinly sliced and separated into rings cup diced seeded plum tomatoes 1 cup (4 ounces) shredded Mexican FOUR-CHEESE BLEND 2 small jalapeo peppers, sliced and seeded 1 ripe avocado 1 lime, halved Sour cream Chopped fresh cilantro 1. || To this add 4 ounces of bay rum and 1 ounce of castile soap shavings."
ounces_news_1988_670746.txt-75-16_ounce_mag_1996_65462.txt-65-39,Distantly Related,"Bollinger Veal With Mustard Seed Preparation time: 10 minutes Cooking time: 20 minutes 14 ounces wild mushrooms, perhaps oyster mushrooms or chanterelles 5 tablespoons butter 1 small clove garlic, minced 1 cup creme fraiche 1 teaspoon whole mustard seeds 2 teaspoons whole-grain mustard Salt and freshly ground black pepper, to taste 1 teaspoon lemon juice 1 tablespoon olive oil 16 to 18 ounces boneless veal, cut into medallions 3/4-inch thick 2 tablespoons chopped chives. || // It seemed especially fitting that Cigar, on the occasion of staking that claim, should deliver his greatest effort as a racehorse and the most desperate, dramatic performance of his life, one in which every ounce of him was tested through the final 200 yards."
ounces_news_1988_670746.txt-75-16_ounces_news_1998_610635.txt-36-6,Identical,"Bollinger Veal With Mustard Seed Preparation time: 10 minutes Cooking time: 20 minutes 14 ounces wild mushrooms, perhaps oyster mushrooms or chanterelles 5 tablespoons butter 1 small clove garlic, minced 1 cup creme fraiche 1 teaspoon whole mustard seeds 2 teaspoons whole-grain mustard Salt and freshly ground black pepper, to taste 1 teaspoon lemon juice 1 tablespoon olive oil 16 to 18 ounces boneless veal, cut into medallions 3/4-inch thick 2 tablespoons chopped chives. || 1 pound pizza dough * 4 ounces Brie cheese, diced into 1/2-inch or smaller cubes 1/3 cup chopped walnuts 2 to 3 tablespoons honey Preheat the oven to 400 degrees."
